Hybridization REF	TCGA-AA-3841-01A-01R-0905-07	TCGA-AA-3866-01A-01R-1022-07	TCGA-AA-3870-01A-01R-1022-07	TCGA-AA-3939-01A-01R-1022-07	TCGA-AA-3941-01A-01R-1022-07	TCGA-AA-3968-01A-01R-1022-07	TCGA-AA-3970-01A-01R-1022-07	TCGA-AA-3977-01A-01R-1022-07	TCGA-AA-3979-01A-01R-1022-07	TCGA-AA-3980-01A-02R-1022-07
AAK1|22848	4.38747316520978	7.43884679332553	4.97204736039451	6.17416940871249	4.53352935866837	6.64234204437597	9.56421920515711	3.00127679025964	15.0854135533576	5.57737858829401
AAMP|14	95.3972821841705	74.5566942374973	67.9780418565159	40.6979902916848	53.5977271340372	52.7848778930112	54.4087296006974	56.3863173495048	82.1122730212057	68.803936849777
AANAT|15	0.484674821649581	0.0733146317101889	0.107605760406804	0.12352635386255	0	0	0.169087723963625	0	0	0.258643937400436
AARS2|57505	4.88722224663217	3.40014618920756	2.19164416096919	1.58378247762874	1.17247179457324	4.99895818309891	3.48903431082952	3.53887430791033	3.61633754460543	4.01198672044132
AARSD1|80755	12.9407279834472	16.0761065986026	8.15145518269807	9.26982934835861	8.47486468604265	12.5795942090414	15.0512028421855	14.3811179533275	10.5033319027833	8.53467516990906
AARS|16	53.6890183538226	46.7591265693268	30.5428571573165	30.0127677637457	72.7678759339042	38.5103901379904	30.6151515138397	35.8070307900601	46.809518050191	43.713220050221
AASDHPPT|60496	3.36216983191527	11.7059028630602	4.93037886802959	9.73550626411319	6.67272058972112	9.88552019884685	12.5821576910494	12.2837265858762	11.9885842897971	16.1155151703402
AASDH|132949	0.555000780595929	2.39812228906471	1.46791660226082	3.49319843551519	2.59972719549701	2.42441490160389	1.8057377343836	3.6291463062327	1.92584593281473	4.73508854206005
AASS|10157	0.292525960512216	0.585295143153008	0.5136603497632	0.630323996049829	0.537980731983122	1.04882034689095	0.911519380669546	0.517182376648074	0.436271387059686	0.486560416356638
AATF|26574	20.5479215745591	26.6718834002163	21.0981421026222	16.9994701436979	14.4584133464529	17.7143503543859	26.1219377969829	17.3266481365391	26.1077657875953	23.9809124948564
AATK|9625	5.89152008485416	0.49603658289721	3.31528101055752	1.13323674407778	1.53404976138697	1.20011791036988	0.475060805500388	0.224190780460645	0.303938170060734	0.499985383554412
ABAT|18	6.0444178059177	1.74304902193316	2.45254739978616	2.80782040465047	8.43298769564925	4.62512952481536	5.50808628159422	0.553332741567043	0.297046359490999	0.558402493992983
ABCA10|10349	0.129408717709113	0.132131846698422	0.15801971894745	0.329816741918402	0.593601085719497	0.342153608055081	0.76184905728176	0.19574516931106	0.243857289137696	0.355156558093098
ABCA11P|79963	0.694231675055856	1.76051837254467	1.16051440317712	1.97750808531762	2.4591895815067	2.30341299691892	3.26963905702433	1.97666467542821	3.85672243943814	2.29755369164289
ABCA12|26154	0.11040642794893	0.00385400664938328	0.0150843310608308	0.411257443116427	0.0279689127307108	0.00748492309104984	0.0044443052995268	0.242244774312333	0.0150624034399982	0
ABCA13|154664	0.652759978073672	0.116929107400157	0.0762754853642012	0.0788046039957754	0.210121168633524	0.113544871041586	0.260687855003187	0.282106435860126	0.0837810666813483	0.125717275169617
ABCA17P|650655	0.176984364071012	0.0401574712283367	0.0589401477814282	0.0451070123881542	0.457956393175628	0.0779904164730087	0.0463081874091346	0.0764881883512303	0.0392363122199152	0.0202385764951089
ABCA1|19	2.04545585524361	7.47527611907137	3.36657815384218	2.00879608711267	1.6423486368124	2.60191490009205	2.41908667003854	2.42803835540248	1.00366832352924	4.47221899522306
ABCA2|20	14.3740681597025	6.81156879885834	12.0020753561235	1.61636504715609	7.45927868236564	5.12084443060427	4.44164885793445	3.2989015000229	9.84616987240126	10.2834911111018
ABCA3|21	0.755136740730385	0.383800093870825	21.4260205250292	0.384914932996105	9.17293626763935	0.452554459990626	1.27243132165796	0.326351096375639	0.776777904803402	0.393763545379955
ABCA4|24	0.0361112520718851	0.0327743430603644	0.208449547380049	0.165662501633676	0.135912396668082	0.0159128836224093	0.0377942229484724	0.31212748816216	0.0160112715988408	0.0495528748809315
ABCA5|23461	0.382595978197346	0.509287797601826	0.594598079505624	1.54065944512615	1.3319829240535	1.93885165012755	3.33689105877457	0.418882496226061	1.22704971042856	1.45252476964344
ABCA6|23460	0	0.34994199649242	0.342412546695038	0.27746365064554	0.17072700237966	0.599671329475201	0.237376963008723	0.117624127866033	0.261464252914482	0.248984316224704
ABCA7|10347	18.2226104067058	3.28607864433463	10.0877956891532	4.60373300241187	8.42333674337178	3.61175824071031	7.12072307564862	5.36486973329128	3.82814274698228	12.9031694784428
ABCA8|10351	0.540436944115309	0.415036040269659	1.07064311419888	0.550952533263209	0.576966011869537	0.512939386988475	0.587378870271707	0.305428861703886	0.276487953556131	0.399324564108973
ABCA9|10350	0.0766708188804985	0.133373067627337	0.238310511653905	0.123757523833451	0.108212615362339	0.152036882311133	0.153801143899212	0.0331351985038727	0.0736555507714838	0.105209852248847
ABCB10|23456	2.72586174406806	7.27639649607469	4.78808938415853	9.68528517277958	7.10045908906222	4.02750509683691	8.45381687924535	5.47446230130943	7.53605477099089	13.861868085573
ABCB11|8647	0	0	0.408076169338104	0.0360347889769557	0.110863377763284	0.0519203861187927	0.0739887513202586	0.183313120103032	0.0522414053537086	0.0215574118696379
ABCB1|5243	2.92214320639511	1.34130136972564	2.89333706353086	5.64982950088346	20.7320675493883	6.2015836473884	7.01306746780642	1.42255083113906	21.0430013308656	2.22769279168493
ABCB4|5244	0.238356508798921	0.153234354726917	0.229315903508955	0.394865813912781	0.476587319335366	0.262587086264038	0.072760669718947	0.326203668775633	0.202561490204123	0.145368666488482
ABCB5|340273	0.206639287556875	0.218801922674022	0.229386556452421	0.210659985759364	0.340257320163201	0.409762064653415	0.306382139794348	0.267912900052674	0.274863725257537	0.299309361597224
ABCB6|10058	20.9431990257068	11.9914126889885	7.62326711926637	2.87311926117277	15.6431967153681	6.92736259222066	6.56224767668052	6.92802052157594	10.2718646550414	6.59929061870683
ABCB7|22	6.51604347173162	8.32216531670683	7.05437335592833	8.54322703315408	10.0025905173497	9.32457684452193	7.25914001053647	8.79658983337011	9.44179960634732	10.2781136388774
ABCB8|11194	14.3321182848572	6.43213591272552	8.5242355944471	6.92947519883869	8.18880287293357	5.76610886384548	4.35663769576092	8.44081704868632	9.95254973590822	7.32689752710627
ABCB9|23457	3.32214400058295	0.498831087914495	3.52515293588577	1.39455846633377	2.82710012037114	2.21744626836539	2.00692930953859	0.612303882790839	2.48026625735995	0.525148896347044
ABCC10|89845	5.92557062016093	4.44209679051686	5.009431943669	2.62816976565288	2.62846749651131	5.41904263577081	4.05931602708856	2.91341957760144	3.25515074628533	3.97057685829937
ABCC11|85320	0.0477399217705428	0.08665689966485	0.879720793027616	0.109504855336511	0.112299609060649	0.042074410367456	0.124912121805331	0.206319928171348	0.0211672763950128	0.0218366874089731
ABCC12|94160	0	0.00730553538364478	0.0643351269833896	0	0.00757385755303983	0	0.00842448718312632	0	0	0
ABCC13|150000	0.0554542552418845	0.176154754657301	0.123117542660597	0.494666027112301	0.078267717500815	0.305457807262837	0.754503229753847	0.0718978008382131	0.135232427588489	0.253652958007491
ABCC1|4363	17.6667993057517	22.3752019869515	8.79959100979275	4.40973631989479	5.61918750071999	8.41690354775284	11.5468145641305	10.071671371316	4.60620074674989	9.39258702936218
ABCC2|1244	0.275778150350603	0.048668374603893	0.0612272728982684	1.28857722926505	1.43438905528312	1.15448900061032	2.12464365881239	0.463494798051927	0.509485572703165	0.0911036455690537
ABCC3|8714	92.6225483648613	54.0527525971333	90.447942314869	30.6368297632249	81.255150948076	50.1376195010345	29.7700972132303	25.2965181733871	37.0661995859729	42.1324449485139
ABCC4|10257	9.89415328457258	3.75497569009121	15.7950624951065	8.03030975966167	7.25934072561276	15.467565086212	10.3090430425928	5.37045748495999	0.874777164167869	14.5333541258946
ABCC5|10057	4.4934046368416	5.80832482237472	6.26780939278246	3.42405875973563	2.69052738442245	5.13019701649508	8.95436025117986	3.25617619893931	7.70765711372959	4.49472669664116
ABCC6P1|653190	0.751594660478901	0.378968078300509	0.0618023492024688	1.34797763369672	0.602426809296141	2.60053152366852	1.31103808994099	0.409032968389772	0.715865105074215	0.369252100146913
ABCC6P2|730013	4.05566188106493	0.994835937370552	0.292029230792402	2.62601397970499	1.44392483174072	5.40983948373397	2.69594329291295	0.947435137580042	1.55522515745341	1.35371996859565
ABCC6|368	12.2451715315605	2.89163671914879	1.72151424693147	5.04815934624392	3.73827350411445	5.86962025405734	6.76950586938994	1.69213043470769	4.74855717020442	2.05430586504147
ABCC8|6833	0.109210292393522	0.0198237135699579	0.0387943620170168	0	0.0616554331201735	0.0288749446255911	0.0342900168410569	0.132154232286779	0.00968449196621953	0
ABCC9|10060	1.84511784604607	5.82011579937563	3.30126826328924	3.29178386934044	5.97430770143493	6.12994555506567	4.57218660040351	4.34668535723608	3.11199536093748	4.79079464653539
ABCD1|215	27.8890165409551	7.56642416945628	7.25422241083201	3.73499137070262	3.09551973590019	6.98500254666521	8.60795379289218	4.49157486914395	4.47549848299771	6.275747920971
ABCD2|225	0.0289782487137427	0.118352135293999	0.0257345861498391	0.0590841899770693	0.0272664544148755	0.0383089042533118	0.0758219619720805	0.162807708157829	0	0.139176685281568
ABCD3|5825	7.61601063922092	11.1689348418189	11.0814687633095	28.6551607276289	24.5955812665093	13.3580053462268	21.7737698431703	24.4162226567604	22.8366136104921	17.5461031212045
ABCD4|5826	9.25720305264012	9.6390269376284	9.23455208468319	6.39928250882531	9.24730463729075	6.30056969720328	9.90430823592997	8.35768980643631	4.69490363872572	7.35207539410173
