Hybridization REF	TCGA-DJ-A1QE-01A-21R-A14Y-07	TCGA-DJ-A1QL-01A-11R-A14Y-07	TCGA-DO-A1JZ-11A-11R-A13Y-07	TCGA-EM-A1YB-01A-11R-A14Y-07
?|100130426	0.0874656006801482	0	0	0
?|100133144	0.664680640930265	1.12412628796729	0.975834225587841	0.309683135266374
?|100134869	0.358202911693857	0.513082165085103	0.329492704715424	0.088009071691134
?|10357	5.02184571452247	4.68273476418391	3.68859139184464	2.20576195401993
?|10431	21.912714692043	24.9411064039592	22.5075674132007	27.4591714880667
?|136542	0	0	0	0
?|155060	1.61705872077578	3.78601169951566	1.93852424362124	0.298104699643907
?|26823	0.229597201785389	0.453858474553637	0.150182990163999	0.0429799204275942
?|280660	0.09960197589414	0.0369167180258939	0.0093073076611091	0.0372903934810387
?|317712	0	0	0	0
?|340602	0.0184043141193917	0.09549987499633	0.0120385392542865	0
?|388795	0.00900933225889938	0.0818113988465783	0.0324122701028374	0
?|390284	0.269531458289278	0	0.141043671384058	0.141275387991609
?|391343	0	0	0.071112650766372	0
?|391714	0	0	0.0165904247434695	0.0332353613541027
?|404770	0	0	0	0
?|441362	0.022069242472171	0	0	0
?|442388	0	0	0	0
?|553137	0	0.0376983423489177	0.0617783914867266	0.0190399647496834
?|57714	7.82586953453957	1.84026909460825	6.63034869572343	0.84968825146081
?|645851	0.453285930545618	1.33641929574108	0.862548826385648	0.404984007724214
?|652919	0.751283475315799	0.143869723963769	0.75819987438155	0.126574249872783
?|653553	18.685958091762	29.6878238919311	10.4766572756025	16.385163995452
?|728045	0	0	0	0
?|728603	0.0763336151390384	0.0330078890584463	0	0.0125032495789365
?|728788	0.159924299322985	1.54114298913732	0.657541622931313	0.0299373581467494
?|729884	8.47875808840425	0	0	0
?|8225	19.9826648004611	16.1649937732129	31.7483617824608	19.2237246851449
?|90288	0.271469997131746	1.59363123199654	1.65734442257514	0.15091520238661
A1BG|1	1.92025813653479	0.503059157576733	1.15063327398458	0.881611690656198
A1CF|29974	0	0	0	0
A2BP1|54715	0.0355614998281021	0.0192217091863772	0.0581532825462422	0.0757234671808536
A2LD1|87769	3.52644773009945	5.44344274362283	2.68349467059291	1.01256631432568
A2ML1|144568	0.226109420601243	0.454858713616014	0.324740425484879	1.62314912715648
A2M|2	33.8472602220717	171.419103271129	56.4994798136924	88.830398282723
A4GALT|53947	5.95046634664925	10.6708121724771	3.04446423834341	2.01827218792824
A4GNT|51146	0	0.0435663131982599	0.039541605218625	0
AAA1|404744	0.0645705037590479	0	0	0
AAAS|8086	10.1136727307615	22.2618087178887	13.146530613376	8.94365239508014
AACSL|729522	0.00633178940338901	0.0492834255547952	0.0124251566433969	0.0165940927697738
AACS|65985	5.7436211827205	14.352637633576	10.6872122580571	8.71824053118528
AADACL2|344752	0	0	0	0
AADACL3|126767	0	0	0	0
AADACL4|343066	0	0	0	0
AADAC|13	0.165500127895654	0.152075477270726	0.115022136069289	0.121988226326667
AADAT|51166	0.825206365643003	5.38161775914803	1.98837297514777	12.049143827358
AAGAB|79719	13.5940600207936	21.0293042214444	16.9039165752667	14.833595107128
AAK1|22848	22.5535299289803	55.6381552019415	88.7876166342855	21.339807058745
AAMP|14	47.6971933009687	71.9577954505279	61.3006541156579	38.5735692090574
AANAT|15	0	0.144969408364732	0.0852813639344631	0
AARS2|57505	3.67531112519217	5.81170427244195	4.23947280067179	3.58881436784957
AARSD1|80755	11.2212534632585	21.6122362710502	18.2332639029837	9.43036760741987
AARS|16	38.6058309822538	48.3187203327287	71.6128560227247	47.2849318740787
AASDHPPT|60496	11.0679909942814	11.9945233804453	13.5462816876783	8.66440046122688
AASDH|132949	3.3994581637594	4.47971192813247	4.92766654029302	1.84453146501112
AASS|10157	1.64020543955866	2.55330484086515	5.22604365655022	1.5105300419144
AATF|26574	14.9656155677191	22.6819873788974	14.8677382324039	12.438126073252
AATK|9625	0.303292257661304	5.66709183596349	1.08694290661599	0.117549104851529
ABAT|18	12.2546070918312	37.2836267382167	40.5241966120223	1.20099028131343
ABCA10|10349	0.350593720452032	1.14185631265208	0.45377794065797	0.322565021536861
ABCA11P|79963	3.4085275351069	5.48031114234106	2.64222431304286	2.09751083965378
ABCA12|26154	0.340724205634607	0.00846750885361263	0.0102470270474371	0.0102638615946494
ABCA13|154664	2.23779914192983	0.671368007641606	2.4068139792967	0.171270928194489
ABCA17P|650655	0.367265506801034	0.926400659895073	0.520506790708063	0.187155559735024
ABCA1|19	11.4509502037231	8.33692032094613	5.1518530989625	2.3154475969141
ABCA2|20	14.4871621201631	14.5754775426337	35.0942774563266	3.93270226634647
ABCA3|21	16.8958140667479	13.5519802120817	28.1534068413155	9.1352294259656
ABCA4|24	1.1240329644103	0.324033348608056	0.501057148971924	0.0654626506186036
ABCA5|23461	2.06717480631862	5.13694792886351	3.74299175485859	1.88035026957058
ABCA6|23460	0.899470397615779	0.15376916664244	0.649929403087882	0.137052032313079
ABCA7|10347	10.01775677754	18.390485396669	10.9272768599502	4.88057436777387
ABCA8|10351	1.61511821529917	1.4921374505873	1.95933450964122	1.19323249406289
ABCA9|10350	0.23570650645641	0.374568139996545	0.341121432272862	0.100381108739745
ABCB10|23456	2.9021996980925	2.97353120235918	3.4279530062608	2.7371786257706
ABCB11|8647	0.0434664617265535	0	0	0
ABCB1|5243	1.06097595825034	5.01647565667661	1.48424895636286	1.87738680201089
ABCB4|5244	0.155713913325849	0.229725080035876	0.0539231387388487	0.132028667268339
ABCB5|340273	0.555856153855147	1.32542025368089	0.779129760148919	0.343380298850099
ABCB6|10058	5.86022446895806	14.0442888336985	13.4456606771274	3.73409778437293
ABCB7|22	8.54201811642426	5.99432004369235	5.23792976409282	10.8076591575221
ABCB8|11194	4.26433513692782	10.0936641408447	8.07671090504697	9.62094690875266
ABCB9|23457	1.93186332411342	4.46179555918512	2.11469786150116	1.96318384013718
ABCC10|89845	3.6161494047308	3.95293761289834	3.20800015539311	1.3578509148931
ABCC11|85320	0.0440295682634182	0.0237988712751753	0.0540007578980451	0.072119298928474
ABCC12|94160	0	0	0	0
ABCC13|150000	0.0831095567910258	0.116107112444033	0.0961810704269826	0.0502638696795656
ABCC1|4363	10.9652117532844	13.3547980843379	13.0256011839182	8.08370716300361
ABCC2|1244	0.0141302574054644	0.0519362895054449	0.0693211075452236	0.0231449977357071
ABCC3|8714	56.1573756389561	5.80673132363288	1.98380121365963	1.02664784432146
ABCC4|10257	2.72940600478599	0.563696370221868	6.44412057990932	6.72606316390187
ABCC5|10057	2.69999383870825	2.94142882335348	2.44722144340969	2.31068118831378
ABCC6P1|653190	0.641833904271591	0.92698144550919	0.146941630664057	0.252313777474222
ABCC6P2|730013	3.00752821828793	4.56815626087556	0.95883725326882	5.03388620441489
ABCC6|368	4.10671820336315	14.4897019539788	4.22044851950668	4.01282368182713
ABCC8|6833	0.0151083679413634	9.21167454280328	1.95675701421854	0.673121598838936
ABCC9|10060	5.13851203546991	7.93562737181207	8.14376366619611	5.4654223264636
ABCD1|215	4.5167743238189	9.43762520709504	6.52919772393318	1.77334736419322
ABCD2|225	0.0701558946477729	0.0346703346972259	0.0196671548892112	0.026265953992823
ABCD3|5825	17.6247197554016	10.3217788858453	16.2140130508015	7.42968325896988
ABCD4|5826	11.2423216487496	17.8903164365223	9.98831585124431	4.43483757392012
ABCE1|6059	8.93850889697526	6.70377319543364	9.71222214748152	8.58532621302369
ABCF1|23	23.2110569452265	24.2805508586997	25.8114963698411	21.1297665419074
ABCF2|10061	18.149879383242	14.0616502817846	17.0312780424577	9.88487900921887
ABCF3|55324	16.9836689709091	22.0713117684067	19.1019188384451	17.1009597882372
ABCG1|9619	4.0069080600741	9.88463657632278	45.3691066327519	8.40404162963337
ABCG2|9429	3.31212330194614	19.050849549165	3.24719160592436	2.19584186057593
ABCG4|64137	0.645280464415077	0.0887821783099443	0.156684062066989	1.17866249729328
ABCG5|64240	0.00634755693303103	0.0329374346527719	0.112104881817799	0.0166354156617654
ABCG8|64241	0	0	0	0
ABHD10|55347	12.0485401217947	17.5513201502249	13.6985913223035	13.597893950738
ABHD11|83451	37.4663646461886	36.6279986390315	21.7871124817334	50.4234290939854
ABHD12B|145447	0.151805479714498	0.0706926158008937	0.0458299625930529	0.0306035035505383
ABHD12|26090	67.9156389090249	69.0426355723038	66.2031672483451	35.8391436316478
ABHD13|84945	3.75588740798749	3.42237976127861	4.49641705733617	1.02479136080482
ABHD14A|25864	15.2668920570706	61.7520885678771	34.6419310162624	19.6533585476245
ABHD14B|84836	35.2170983830515	79.1233232976335	34.6108472214334	61.3938150565695
ABHD15|116236	5.82667682613021	4.6747587738623	7.11389337747828	3.49060026475962
ABHD1|84696	0.71618891851039	2.74450889318317	1.33271628246373	1.14882799072346
ABHD2|11057	11.8471212678815	7.93135945338556	12.7930723249534	3.74695031440546
ABHD3|171586	21.8012885564947	7.54354823057417	10.8305451451178	16.7637908505515
ABHD4|63874	22.9038634335501	25.640756988149	21.8132827354466	10.3764592050144
ABHD5|51099	6.0107924418248	3.29600983065973	6.07476011930188	7.41489267068473
ABHD6|57406	1.3310140310713	3.06961056971212	4.61920946361974	4.65102230503664
ABHD8|79575	7.77359835297491	11.8398236304087	6.91227411844965	13.9025607510654
ABI1|10006	18.6394075104369	10.7466414649959	9.92483354348943	5.87370110262452
ABI2|10152	15.8143002005986	9.97934427398909	16.7000652757037	9.3524306850445
ABI3BP|25890	3.77129123020008	22.9613719679558	16.0218312009677	14.6211539245985
ABI3|51225	1.49813721315922	12.199373261304	2.35078884226517	3.51819031666179
ABL1|25	23.6248438905292	17.6094187042812	55.5695348873457	5.47578838493151
ABL2|27	3.71640997875606	2.2390453510964	2.65347776783769	1.0769417821061
ABLIM1|3983	109.598774911586	27.8997004767012	141.325453923624	80.4189899669432
ABLIM2|84448	3.06823773814488	6.30945993402107	4.62806283823767	1.56698574088047
ABLIM3|22885	4.28697946897342	1.46594348202145	2.02980240122275	2.03313710544446
ABO|28	5.83373603479614	47.2312587957548	8.32567563513426	1.69875722482645
ABP1|26	0.782649938319427	17.2630595633037	0.624664541784747	2.19226996943196
ABRA|137735	0	0.0218031623240179	0.0164908001512269	0.0330357848288396
ABR|29	30.0692011970189	11.6779533602339	7.91133100662026	22.6417321565539
ABT1|29777	8.29243711778725	9.16975259452935	7.79471126092612	5.08058873134347
ABTB1|80325	6.62047315917429	4.94201450069516	4.82345955222691	4.76085272428736
ABTB2|25841	13.9251813594778	0.557888218901795	0.405079871827533	4.20397281938009
ACAA1|30	32.4015930703677	52.5206633332139	38.7392877748409	36.057896475968
ACAA2|10449	46.1777188236602	11.3311975653694	50.9706252357494	28.4137748390926
ACACA|31	8.17125815931582	7.99685847417746	7.53755433933762	4.48444014827631
ACACB|32	2.39642495948114	4.6552983972228	9.45481808494921	10.3925495234699
ACAD10|80724	6.98837364264895	12.4192537353353	13.5279436043659	23.9841999296176
ACAD11|84129	4.81742000007794	10.5037838238597	7.7142503252078	5.43858897572682
ACAD8|27034	20.1789718961911	27.9136868377562	28.5574539501277	35.5991546827669
ACAD9|28976	15.2840150299334	14.6666703393565	13.8270915853829	14.9370633496474
ACADL|33	11.1921499668351	10.7604453660456	8.48361857456864	34.0286168466521
ACADM|34	13.2396198144989	13.2110704813233	21.9693211269998	55.8467191994387
ACADSB|36	4.35179830321696	5.46087477632017	7.81014575507202	22.4745857794323
ACADS|35	11.1686109133338	23.4785790802197	16.9294526211198	23.109760464069
ACADVL|37	96.1494524914198	109.298544175892	74.94734682474	194.610638955324
ACAN|176	0.163792193883485	0.353235424420202	0.0827275380233418	0.258099266523132
ACAP1|9744	1.48514717920632	1.21712502529921	1.01771701844898	0.30581669897589
ACAP2|23527	12.6489907230839	9.52057132376692	9.68304330025041	8.14245737532674
ACAP3|116983	4.28007653025925	8.5870644754823	3.29567888447248	2.79425874004111
ACAT1|38	13.2846775532808	16.4364772641281	17.60752045714	102.968129366288
ACAT2|39	6.40404076267026	5.80579355567622	7.98795072436638	5.22312419136922
ACBD3|64746	25.5511908569425	13.1085379240809	20.1030360127802	9.74810039986837
ACBD4|79777	7.16409198415147	13.9733673462071	7.5599939433481	4.11224967307233
ACBD5|91452	9.92652845989201	11.1511549068253	13.5220819333993	15.4167804271623
ACBD6|84320	13.5174110142047	15.6793086614195	10.9567905127228	12.5653405462333
ACBD7|414149	12.3760230485669	2.23364686700415	1.59881695986723	1.14236310878968
ACCN1|40	0.0344459122369696	0.0446849077263233	0.0488184457823039	0
ACCN2|41	0.168065769595764	0.690406376518797	0.210707509860054	0.10399746313825
ACCN3|9311	0.0612860047945297	0.651168881057328	0.148898655045535	0.0573627986079766
ACCN4|55515	0	0.0721364462866707	0.0545603294446317	0
ACCN5|51802	0	0	0	0
ACCSL|390110	0	0	0	0
ACCS|84680	6.79566717784433	10.4883856853879	4.04052584921135	3.97295639452574
ACD|65057	4.98579033618667	11.3186657467391	7.15918105292512	2.58422426823598
ACE2|59272	0.572939806290145	0.844999120914942	0.709383350656689	0.301648065386326
ACER1|125981	0	0	0.032182069320857	0
ACER2|340485	5.49303599895607	1.14705886556193	1.30136524917104	0.295132805629034
ACER3|55331	2.65911419777489	2.35259485392626	2.63305967486615	1.66740478499079
ACE|1636	3.73162124343519	21.5881416571841	21.9535124752533	13.444609073639
ACHE|43	0.434018494185816	1.34849121538549	0.310184893970639	0.221172347281458
ACIN1|22985	46.1851398249715	55.4609914650584	42.0947677646907	16.7964122513818
ACLY|47	23.599444184432	18.9426249756067	22.8790890518076	13.7494689921923
ACMSD|130013	0.041431074006386	0.011943644067201	0.0180671266362706	0
ACN9|57001	3.20966610464946	5.37256066589605	3.99580540395445	3.24485929232081
ACO1|48	20.8416777647442	10.4508882852903	15.0348504782877	67.2629525717875
ACO2|50	34.3958789299146	53.570646291073	44.069894202303	242.170763619759
ACOT11|26027	2.36738954076475	6.8433477006488	5.05716672409332	18.9190391720366
ACOT12|134526	0	0	0	0
ACOT13|55856	4.75589586204136	5.99578778772125	4.58146214199027	4.02668003450415
ACOT1|641371	4.09365185427686	8.23509790736225	4.23487140629173	12.5068352988906
ACOT2|10965	8.83611814718014	14.3606033120727	8.86521054720641	21.2415403866367
ACOT4|122970	1.67638121327072	1.77599111827683	0.993745009993815	1.97702586413155
ACOT6|641372	0.0355437899178291	0.19980622086923	0.25574701569191	0.884941150477319
ACOT7|11332	8.32090128184068	5.81738793821993	3.46426649107096	6.19584223779723
ACOT8|10005	8.2955763680652	5.45123493893227	5.84144838760979	6.54993601583527
ACOT9|23597	22.1936194612029	10.1450074914072	11.4535358250814	8.95265791042791
ACOX1|51	13.1269639971002	10.0074766809949	9.38493214294386	6.30112860567445
ACOX2|8309	7.3007789335124	21.7385880388284	12.3896777934567	10.1225374562239
ACOX3|8310	4.65441946476503	6.1270894064741	5.03470595597407	4.66639136071023
ACOXL|55289	0.306531461912209	0.363739552518816	0.340395348746803	0.196165645611201
ACP1|52	30.7700413168244	44.5221269910346	31.6347552167608	30.150852750574
ACP2|53	18.1649356899717	26.3634448761137	17.3407869668563	16.2202056396605
ACP5|54	6.34043090213452	1.33931066830545	5.20440059068229	0.897009861301438
ACP6|51205	5.4589315617453	8.60433087488333	4.10167517503137	4.40003387878561
ACPL2|92370	3.88422629025666	6.02843740123496	3.77871830828151	0.549424779147523
ACPP|55	1.52122863952165	2.01297870861321	0.718237772740357	0.299757393751426
ACPT|93650	0	0	0.0433235479102851	0.0867894458523061
ACRBP|84519	2.36641682243078	1.57161513180633	7.92895112576127	0.392519474750049
ACRC|93953	0.53338053529933	0.281626466903641	0.818978643476359	0.147143339915741
ACRV1|56	0	0.0144082055413853	0.0217952638786756	0.0654932120801436
ACR|49	0.106570714821887	0.816325652183504	0.229045535462209	0.179547517417663
ACSBG1|23205	0.0907506936634401	0.0241489642172514	0.0547951352442761	0.0731802088031651
ACSBG2|81616	0.0132170241027779	0.034291529188497	0.0345818186874987	0
ACSF2|80221	14.3157850624126	91.2122851328926	57.1707268431634	22.0465651415434
ACSF3|197322	4.51610433296258	7.66519828643591	4.53208738293913	5.17712933087865
ACSL1|2180	13.2088763795305	15.5263147301335	18.2937913544669	35.5196844832701
ACSL3|2181	12.4758535817634	13.7548295927253	14.2400496941718	21.6091180598254
ACSL4|2182	6.90387261584791	6.44295037187291	10.6461764456024	10.4592217170286
ACSL5|51703	8.85250355464131	3.65613674954374	2.24185491004211	1.66336147352323
ACSL6|23305	0.13347351780092	0.0314815126858014	0.210330595638433	0.914254954760386
ACSM1|116285	0.226190904928087	1.28655932279612	0.404030633983026	0.102598581381522
ACSM2A|123876	0.112720439672521	0.183499821744466	0.125778353921922	0.112952061413581
ACSM2B|348158	0.0148136011114572	0	0.00968979975677111	0.00970571885122925
ACSM3|6296	0.990806339361071	2.35825466512255	0.625944048502364	0.0554842826592579
ACSM4|341392	0.0102369377732359	0.0088532347302488	0.0200884058640806	0
ACSM5|54988	0.381131723705738	1.2317193452192	1.68608234873913	0.249713579280278
ACSS1|84532	5.26180206080028	24.2490099261514	11.7811258491032	20.3183964893964
ACSS2|55902	7.72288377095888	8.5913872161132	6.44596348702408	15.3756466509803
ACSS3|79611	4.08196104033347	5.13345219669958	9.38606180285694	8.6034264959825
ACTA1|58	0.201014382477637	0.20452204287374	0.0928140262984557	0.216921851541788
ACTA2|59	44.6074563468756	50.9369310027577	13.714987819935	28.9913220976088
ACTBL2|345651	1.51544876572896	0	0	0
ACTB|60	1365.10685367696	1123.56841678789	992.098272166928	1528.14258917802
ACTC1|70	0.0193262740739239	0.0250709799103552	0.0442456250469622	0.386202458561952
ACTG1|71	1555.99395269605	1403.87503348931	733.860404508386	1285.50910220878
ACTG2|72	1.23345048186176	7.1034377431317	0.513429986797899	0.918345511100207
ACTL6A|86	15.916538931317	11.0234326141324	12.1301438308921	7.34028561365521
ACTL6B|51412	0	0	0	0
ACTL7A|10881	0	0	0	0
ACTL7B|10880	0.0253451456516339	0	0	0
ACTL8|81569	0	0	0	0
ACTL9|284382	0	0	0	0
ACTN1|87	29.2286461054902	17.9003494087541	8.91050043282191	18.7969332750583
ACTN2|88	0.00394058801650844	0.0749748540119524	0.00773279404176069	0.0413093228138008
ACTN3|89	0.0120114322038036	0.0103878748803929	0.117852882602129	0.00786976664847232
ACTN4|81	292.938529376632	219.052117158419	173.343961695143	149.475529726039
ACTR10|55860	21.2539242874874	18.0816316790378	19.1020999715401	21.9426867744696
ACTR1A|10121	30.6642492935273	35.1668366578079	28.8728002408343	23.9474868360375
ACTR1B|10120	30.8735751899456	33.8215013637034	29.4213475596188	18.3797215079207
ACTR2|10097	49.7799266407562	35.6493378328129	39.8119233925802	22.620716494315
ACTR3B|57180	2.94561571322822	2.78903352911186	2.220216739383	2.19613528894546
ACTR3C|653857	1.23055051991381	1.45696768103836	1.18821766179952	0.383925725987049
ACTR3|10096	43.5901235581374	33.3497382534979	29.9476277352418	34.2446461786177
ACTR5|79913	1.84979689893457	3.88425227758369	4.0819170716804	1.64110824848502
ACTR6|64431	8.43706640406968	8.37892568406714	9.78995052365763	6.57262167769672
ACTR8|93973	6.97442215862235	6.26780649702566	6.3680362573003	5.27829156733892
ACTRT1|139741	0	0	0	0
ACTRT2|140625	0.0124168284890398	0.0214769493873676	0.0162440693208501	0
ACVR1B|91	8.28383882570694	13.8646443678159	8.86979355733556	6.69932179052049
ACVR1C|130399	0.108523992948561	0.0850008068018746	0.0991141750883957	0.0107326493975723
ACVR1|90	59.1584871308462	19.7774130935824	21.8689907487866	9.31602142543787
ACVR2A|92	2.76627475286116	2.65720116051597	2.06541296966525	2.13568568751731
ACVR2B|93	1.42893945854882	1.32773387789335	1.00423019876494	0.532645224330056
ACVRL1|94	2.5428196153139	15.9211264881106	8.61632917019288	5.51943013041284
ACY1|95	23.8183621772265	55.3139260438685	22.7055426392437	30.1369936854963
ACY3|91703	0.216771238132121	0.0703015404775565	0.0531725002598214	0.124272996953894
ACYP1|97	5.32585993959666	8.46377288606994	6.61377282398412	7.36858175185325
ACYP2|98	3.60318710394795	6.43173915797173	4.44982529638008	5.11815168749406
ADAD1|132612	0	0	0	0
ADAD2|161931	0	0.0280694645472008	0.0212303116089692	0
ADAL|161823	2.30461098637259	4.20952093113496	3.57657204940488	8.83134735454637
ADAM10|102	40.6382427498131	32.6650254220998	42.3775906249482	9.38536177900593
ADAM11|4185	0.0324713058030031	0.129880336894558	0.0265499631643103	0.0159561488029649
ADAM12|8038	4.23145497122231	0.45969076803505	0.238608489045606	0.136571709769926
ADAM15|8751	25.6523937682798	27.7191850931599	22.5787246907602	15.8343294589237
ADAM17|6868	16.8383100985053	16.462251005694	17.2441771563338	8.84689389125831
ADAM18|8749	0	0	0	0
ADAM19|8728	2.09952828928652	1.02493056728262	1.44022897955943	1.6554369890925
ADAM20|8748	0.0254264090327755	0.043979161054004	0.0665271894950099	0
ADAM21P1|145241	0	0.0301390393258274	0.0113978162178035	0.0228330827271594
ADAM21|8747	0.0593282877431429	0.0256545106148357	0.0339565863047447	0.0291534622351761
ADAM22|53616	0.324182095544154	0.308399472171258	2.01873879801841	0.688178493358108
ADAM23|8745	0.0259157335348587	0.0448255283509765	0.0805213915517739	0
ADAM28|10863	0.915443904874038	0.424127937741374	0.358214097604702	0.37486838522281
ADAM29|11086	0	0	0.0144447571869193	0
ADAM2|2515	0	0	0	0
ADAM30|11085	0	0	0	0
